State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Haryana,Jind,Jind,Tomato,Other,FAQ,01/01/2025,1200,2000,1800,78
Haryana,Jind,Jind,Tomato,Other,FAQ,06/01/2025,700,1200,1100,78
Haryana,Jind,Jind,Tomato,Other,FAQ,12/01/2025,800,1300,1200,78
Haryana,Jind,Jind,Tomato,Other,FAQ,21/01/2025,800,1500,1400,78
Haryana,Jind,Jind,Tomato,Other,FAQ,24/01/2025,900,1200,1150,78
Haryana,Jind,Jind,Tomato,Other,FAQ,27/01/2025,900,1200,1000,78
Haryana,Jind,Jind,Tomato,Other,FAQ,28/01/2025,800,1200,1150,78
Haryana,Jind,Jind,Potato,Other,FAQ,09/01/2025,1000,1150,1100,24
Haryana,Jind,Jind,Potato,Other,FAQ,23/01/2025,700,900,850,24
Haryana,Jind,Jind,Onion,Other,FAQ,01/01/2025,1500,2200,2150,23
Haryana,Jind,Jind,Onion,Other,FAQ,02/01/2025,2000,2500,2400,23
Haryana,Jind,Jind,Onion,Other,FAQ,03/01/2025,2000,2500,2200,23
Haryana,Jind,Jind,Onion,Other,FAQ,06/01/2025,1500,2500,2100,23
Haryana,Jind,Jind,Onion,Other,FAQ,07/01/2025,2000,2300,2250,23
Haryana,Jind,Jind,Onion,Other,FAQ,16/01/2025,1500,2500,2100,23
Haryana,Jind,Jind,Onion,Other,FAQ,26/01/2025,1500,2400,2100,23
Haryana,Jind,Jind,Potato,Other,FAQ,11/01/2025,1000,1200,1100,24
Haryana,Jind,Jind,Potato,Other,FAQ,13/01/2025,1000,1100,1100,24
Haryana,Jind,Jind,Potato,Other,FAQ,16/01/2025,1000,1100,1100,24
Haryana,Jind,Jind,Potato,Other,FAQ,27/01/2025,600,1200,1000,24
Haryana,Jind,Jind,Onion,Other,FAQ,03/03/2025,1500,2600,2500,23
Haryana,Jind,Jind,Onion,Other,FAQ,07/03/2025,1500,2600,2100,23
Haryana,Jind,Jind,Onion,Other,FAQ,12/03/2025,1700,2450,2100,23
Haryana,Jind,Jind,Onion,Other,FAQ,25/03/2025,1000,2300,1500,23
Haryana,Jind,Jind,Potato,Other,FAQ,14/03/2025,700,1000,950,24
Haryana,Jind,Jind,Potato,Other,FAQ,17/03/2025,700,1000,800,24
Haryana,Jind,Jind,Potato,Other,FAQ,26/03/2025,700,1000,800,24
Haryana,Jind,Jind,Potato,Other,FAQ,28/03/2025,750,1000,800,24
Haryana,Jind,Jind,Tomato,Other,FAQ,13/03/2025,700,1000,850,78
Haryana,Jind,Jind,Tomato,Other,FAQ,22/03/2025,500,1000,700,78
Haryana,Jind,Jind,Tomato,Other,FAQ,24/03/2025,500,1000,750,78
Haryana,Jind,Jind,Tomato,Other,FAQ,28/03/2025,500,1000,750,78
Haryana,Jind,Jind,Tomato,Other,FAQ,03/02/2025,800,1200,1150,78
Haryana,Jind,Jind,Tomato,Other,FAQ,14/02/2025,800,1200,1100,78
Haryana,Jind,Jind,Tomato,Other,FAQ,19/02/2025,800,1000,1000,78
Haryana,Jind,Jind,Tomato,Other,FAQ,21/02/2025,700,1100,1000,78
Haryana,Jind,Jind,Tomato,Other,FAQ,25/02/2025,700,1100,1000,78
Haryana,Jind,Jind,Onion,Other,FAQ,16/02/2025,1600,2500,2300,23
Haryana,Jind,Jind,Onion,Other,FAQ,17/02/2025,1600,2500,2200,23
Haryana,Jind,Jind,Onion,Other,FAQ,20/02/2025,2000,3000,2600,23
Haryana,Jind,Jind,Onion,Other,FAQ,21/02/2025,1600,3000,2450,23
Haryana,Jind,Jind,Onion,Other,FAQ,25/02/2025,1500,2500,2200,23
Haryana,Jind,Jind,Potato,Other,FAQ,04/02/2025,700,800,750,24
Haryana,Jind,Jind,Potato,Other,FAQ,19/02/2025,700,800,800,24
Haryana,Jind,Jind,Potato,Other,FAQ,02/02/2025,700,1200,1150,24
Haryana,Jind,Jind,Potato,Other,FAQ,17/02/2025,700,1000,950,24
Haryana,Jind,Jind,Potato,Other,FAQ,18/06/2025,800,1200,1000,24
Haryana,Jind,Jind,Potato,Other,FAQ,19/06/2025,800,1180,900,24
Haryana,Jind,Jind,Potato,Other,FAQ,29/06/2025,900,1200,1000,24
Haryana,Jind,Jind,Tomato,Other,FAQ,13/06/2025,2500,4000,3000,78
Haryana,Jind,Jind,Tomato,Other,FAQ,21/06/2025,1200,2500,1500,78
Haryana,Jind,Jind,Tomato,Other,FAQ,28/06/2025,1500,2500,2000,78
Haryana,Jind,Jind,Tomato,Other,FAQ,29/06/2025,1500,2500,2200,78
Haryana,Jind,Jind,Onion,Other,FAQ,08/06/2025,800,1100,900,23
Haryana,Jind,Jind,Onion,Other,FAQ,09/06/2025,800,1040,900,23
Haryana,Jind,Jind,Onion,Other,FAQ,16/06/2025,800,1140,900,23
Haryana,Jind,Jind,Onion,Other,FAQ,21/06/2025,800,1200,900,23
Haryana,Jind,Jind,Onion,Other,FAQ,23/06/2025,800,1100,900,23
Haryana,Jind,Jind,Onion,Other,FAQ,27/06/2025,900,1300,1000,23
Haryana,Jind,Jind,Mango,Other,Medium,01/06/2025,3000,5000,4000,20
Haryana,Jind,Jind,Mango,Other,Medium,06/06/2025,2500,4000,3500,20
Haryana,Jind,Jind,Mango,Other,Medium,08/06/2025,2500,4000,3000,20
Haryana,Jind,Jind,Mango,Other,Medium,09/06/2025,2500,4000,3000,20
Haryana,Jind,Jind,Mango,Other,Medium,29/06/2025,800,5000,1800,20
Haryana,Jind,Jind,Mango,Other,Medium,11/07/2025,700,3500,1500,20
Haryana,Jind,Jind,Mango,Other,Medium,14/07/2025,700,4000,1800,20
Haryana,Jind,Jind,Mango,Other,Medium,02/07/2025,700,5000,1000,20
Haryana,Jind,Jind,Mango,Other,Medium,12/07/2025,700,4500,1500,20
Haryana,Jind,Jind,Tomato,Other,FAQ,13/07/2025,2100,2700,2400,78
Haryana,Jind,Jind,Tomato,Other,FAQ,04/07/2025,1500,2800,2000,78
Haryana,Jind,Jind,Onion,Other,FAQ,01/07/2025,800,1200,900,23
Haryana,Jind,Jind,Onion,Other,FAQ,04/07/2025,800,1200,900,23
Haryana,Jind,Jind,Onion,Other,FAQ,11/07/2025,1000,1400,1200,23
Haryana,Jind,Jind,Onion,Other,FAQ,12/07/2025,1000,1500,1200,23
Haryana,Jind,Jind,Onion,Other,FAQ,14/07/2025,1050,1500,1150,23
Haryana,Jind,Jind,Onion,Other,FAQ,18/07/2025,1050,1500,1100,23
Haryana,Jind,Jind,Potato,Other,FAQ,04/07/2025,900,1300,1000,24
Haryana,Jind,Jind,Potato,Other,FAQ,05/07/2025,900,1300,1000,24
Haryana,Jind,Jind,Potato,Other,FAQ,11/07/2025,900,1200,1000,24
Haryana,Jind,Jind,Potato,Other,FAQ,18/07/2025,900,1400,1000,24
Haryana,Jind,Jind,Potato,Other,FAQ,23/07/2025,950,1300,1050,24
Haryana,Jind,Jind,Mango,Other,Medium,28/04/2025,4500,6000,5500,20
Haryana,Jind,Jind,Tomato,Other,FAQ,08/04/2025,500,1000,750,78
Haryana,Jind,Jind,Tomato,Other,FAQ,11/04/2025,600,1000,750,78
Haryana,Jind,Jind,Tomato,Other,FAQ,14/04/2025,700,1200,1000,78
Haryana,Jind,Jind,Tomato,Other,FAQ,20/04/2025,600,1200,900,78
Haryana,Jind,Jind,Potato,Other,FAQ,05/04/2025,700,1000,800,24
Haryana,Jind,Jind,Potato,Other,FAQ,12/04/2025,700,1000,800,24
Haryana,Jind,Jind,Potato,Other,FAQ,13/04/2025,700,1000,800,24
Haryana,Jind,Jind,Potato,Other,FAQ,26/04/2025,750,1000,850,24
Haryana,Jind,Jind,Potato,Other,FAQ,28/04/2025,700,1000,800,24
Haryana,Jind,Jind,Potato,Other,FAQ,19/04/2025,750,1000,800,24
Haryana,Jind,Jind,Potato,Other,FAQ,25/04/2025,700,1000,800,24
Haryana,Jind,Jind,Potato,Other,FAQ,27/04/2025,700,1000,800,24
Haryana,Jind,Jind,Onion,Other,FAQ,06/04/2025,900,2100,1500,23
Haryana,Jind,Jind,Onion,Other,FAQ,14/04/2025,900,1100,1000,23
Haryana,Jind,Jind,Onion,Other,FAQ,20/04/2025,800,1200,1000,23
Haryana,Jind,Jind,Potato,Other,FAQ,04/05/2025,700,1000,800,24
Haryana,Jind,Jind,Potato,Other,FAQ,28/05/2025,750,1050,800,24
Haryana,Jind,Jind,Potato,Other,FAQ,30/05/2025,750,1020,800,24
Haryana,Jind,Jind,Onion,Other,FAQ,09/05/2025,750,1100,800,23
Haryana,Jind,Jind,Onion,Other,FAQ,12/05/2025,750,1100,800,23
Haryana,Jind,Jind,Onion,Other,FAQ,18/05/2025,700,1100,800,23
Haryana,Jind,Jind,Tomato,Other,FAQ,30/05/2025,600,1000,800,78
Haryana,Jind,Jind,Tomato,Other,FAQ,05/05/2025,600,1000,800,78
Haryana,Jind,Jind,Tomato,Other,FAQ,18/05/2025,500,1000,800,78
Haryana,Jind,Jind,Tomato,Other,FAQ,23/05/2025,500,1000,700,78
Haryana,Jind,Jind,Tomato,Other,FAQ,26/05/2025,500,1000,700,78
Haryana,Jind,Jind,Tomato,Other,FAQ,27/05/2025,500,1000,700,78
Haryana,Jind,Jind,Onion,Other,FAQ,08/09/2025,1000,1560,1200,23
Haryana,Jind,Jind,Onion,Other,FAQ,17/09/2025,1050,1550,1200,23
Haryana,Jind,Jind,Onion,Other,FAQ,23/09/2025,1000,1350,1100,23
Haryana,Jind,Jind,Onion,Other,FAQ,16/09/2025,1000,1600,1100,23
Haryana,Jind,Jind,Onion,Other,FAQ,20/09/2025,1050,1350,1100,23
Haryana,Jind,Jind,Tomato,Other,FAQ,14/09/2025,2000,3200,2500,78
Haryana,Jind,Jind,Tomato,Other,FAQ,16/09/2025,2000,3200,2500,78
Haryana,Jind,Jind,Tomato,Other,FAQ,17/09/2025,2000,2800,2500,78
Haryana,Jind,Jind,Tomato,Other,FAQ,22/09/2025,2000,3000,2500,78
Haryana,Jind,Jind,Tomato,Other,FAQ,24/09/2025,2500,4000,3000,78
Haryana,Jind,Jind,Potato,Other,FAQ,01/09/2025,950,1310,1050,24
Haryana,Jind,Jind,Potato,Other,FAQ,10/09/2025,900,1200,1000,24
Haryana,Jind,Jind,Potato,Other,FAQ,20/09/2025,900,1100,1050,24
Haryana,Jind,Jind,Potato,Other,FAQ,24/09/2025,900,1200,1000,24
Haryana,Jind,Jind,Tomato,Other,FAQ,01/11/2025,2000,3000,2500,78
Haryana,Jind,Jind,Tomato,Other,FAQ,02/11/2025,2000,3000,2400,78
Haryana,Jind,Jind,Tomato,Other,FAQ,06/10/2025,1800,3600,2500,78
Haryana,Jind,Jind,Tomato,Other,FAQ,16/10/2025,2000,2600,2450,78
Haryana,Jind,Jind,Tomato,Other,FAQ,20/10/2025,2000,3100,2600,78
Haryana,Jind,Jind,Tomato,Other,FAQ,21/10/2025,2000,3100,2600,78
Haryana,Jind,Jind,Tomato,Other,FAQ,22/10/2025,2000,3000,2500,78
Haryana,Jind,Jind,Tomato,Other,FAQ,24/10/2025,2000,3000,2500,78
Haryana,Jind,Jind,Tomato,Other,FAQ,26/10/2025,2000,3000,2500,78
Haryana,Jind,Jind,Tomato,Other,FAQ,27/10/2025,2000,3000,2500,78
Haryana,Jind,Jind,Potato,Other,FAQ,25/10/2025,900,1220,1000,24
Haryana,Jind,Jind,Onion,Other,FAQ,01/11/2025,960,1350,1100,23
Haryana,Jind,Jind,Onion,Other,FAQ,02/11/2025,1000,1300,1200,23
Haryana,Jind,Jind,Mango,Other,Medium,03/08/2025,2500,6000,4000,20
Haryana,Jind,Jind,Mango,Other,Medium,04/08/2025,3000,5500,4000,20
Haryana,Jind,Jind,Onion,Other,FAQ,05/08/2025,900,1500,1100,23
Haryana,Jind,Jind,Onion,Other,FAQ,09/08/2025,1000,1500,1200,23
Haryana,Jind,Jind,Onion,Other,FAQ,12/08/2025,1000,1500,1200,23
Haryana,Jind,Jind,Potato,Other,FAQ,23/08/2025,950,1460,1000,24
Haryana,Jind,Jind,Potato,Other,FAQ,30/08/2025,900,1300,1000,24
Haryana,Jind,Jind,Potato,Other,FAQ,08/08/2025,850,1440,1100,24
Haryana,Jind,Jind,Potato,Other,FAQ,17/08/2025,900,1450,1100,24
Haryana,Jind,Jind,Tomato,Other,FAQ,01/08/2025,2600,4500,3000,78
Haryana,Jind,Jind,Tomato,Other,FAQ,07/08/2025,3000,5000,4000,78
Haryana,Jind,Jind,Tomato,Other,FAQ,17/08/2025,3000,5500,4000,78
Haryana,Jind,Jind,Tomato,Other,FAQ,20/08/2025,3500,5500,4400,78
Haryana,Jind,Jind,Tomato,Other,FAQ,26/08/2025,3200,4000,3800,78
Haryana,Jind,Jind,Tomato,Other,FAQ,06/08/2025,3000,5000,3800,78
Haryana,Jind,Jind,Tomato,Other,FAQ,11/08/2025,2600,4500,3500,78
Haryana,Jind,Jind,Onion,Other,FAQ,02/02/2025,1600,2300,2100,23
Haryana,Jind,Jind,Onion,Other,FAQ,05/02/2025,1450,2300,2150,23
Haryana,Jind,Jind,Onion,Other,FAQ,13/02/2025,1600,2500,2200,23
Haryana,Jind,Jind,Onion,Other,FAQ,23/02/2025,2000,3000,2500,23
Haryana,Jind,Jind,Potato,Other,FAQ,03/02/2025,700,1000,950,24
Haryana,Jind,Jind,Potato,Other,FAQ,10/02/2025,700,800,750,24
Haryana,Jind,Jind,Potato,Other,FAQ,21/02/2025,700,1500,1250,24
Haryana,Jind,Jind,Potato,Other,FAQ,22/02/2025,700,800,750,24
Haryana,Jind,Jind,Potato,Other,FAQ,23/02/2025,700,800,750,24
Haryana,Jind,Jind,Tomato,Other,FAQ,04/02/2025,800,1300,1200,78
Haryana,Jind,Jind,Tomato,Other,FAQ,06/02/2025,900,1200,1150,78
Haryana,Jind,Jind,Tomato,Other,FAQ,22/02/2025,800,1100,950,78
Haryana,Jind,Jind,Tomato,Other,FAQ,23/02/2025,800,1100,1000,78
Haryana,Jind,Jind,Potato,Other,FAQ,01/01/2025,1200,1500,1400,24
Haryana,Jind,Jind,Potato,Other,FAQ,02/01/2025,1200,1400,1250,24
Haryana,Jind,Jind,Potato,Other,FAQ,12/01/2025,1000,1100,1100,24
Haryana,Jind,Jind,Potato,Other,FAQ,19/01/2025,1000,1100,1100,24
Haryana,Jind,Jind,Potato,Other,Non-FAQ,30/01/2025,800,1000,950,24
Haryana,Jind,Jind,Onion,Other,FAQ,04/01/2025,1500,2200,2100,23
Haryana,Jind,Jind,Onion,Other,FAQ,09/01/2025,1500,2500,2100,23
Haryana,Jind,Jind,Onion,Other,FAQ,11/01/2025,1800,2400,2250,23
Haryana,Jind,Jind,Onion,Other,FAQ,12/01/2025,2000,2300,2100,23
Haryana,Jind,Jind,Onion,Other,FAQ,24/01/2025,1500,2300,2100,23
Haryana,Jind,Jind,Onion,Other,FAQ,25/01/2025,1500,2300,2100,23
Haryana,Jind,Jind,Tomato,Other,FAQ,04/01/2025,1000,1500,1250,78
Haryana,Jind,Jind,Tomato,Other,FAQ,08/01/2025,800,1200,1150,78
Haryana,Jind,Jind,Tomato,Other,FAQ,13/01/2025,1000,1300,1250,78
Haryana,Jind,Jind,Tomato,Other,FAQ,18/01/2025,1000,1500,1450,78
Haryana,Jind,Jind,Tomato,Other,FAQ,23/01/2025,900,1300,1250,78
Haryana,Jind,Jind,Tomato,Other,Non-FAQ,30/01/2025,800,1200,1100,78
Haryana,Jind,Jind,Potato,Other,FAQ,24/03/2025,700,1000,850,24
Haryana,Jind,Jind,Potato,Other,FAQ,27/03/2025,700,1000,800,24
Haryana,Jind,Jind,Potato,Other,FAQ,03/04/2025,700,1000,800,24
Haryana,Jind,Jind,Potato,Other,FAQ,09/04/2025,700,1000,800,24
Haryana,Jind,Jind,Potato,Other,FAQ,04/04/2025,700,1000,800,24
Haryana,Jind,Jind,Potato,Other,FAQ,24/04/2025,700,1100,800,24
Haryana,Jind,Jind,Tomato,Other,FAQ,01/04/2025,500,900,700,78
Haryana,Jind,Jind,Tomato,Other,FAQ,04/04/2025,500,1000,750,78
Haryana,Jind,Jind,Tomato,Other,FAQ,05/04/2025,500,1000,750,78
Haryana,Jind,Jind,Tomato,Other,FAQ,10/04/2025,600,1000,750,78
Haryana,Jind,Jind,Tomato,Other,FAQ,13/04/2025,700,1200,1000,78
Haryana,Jind,Jind,Tomato,Other,FAQ,25/04/2025,500,1000,800,78
Haryana,Jind,Jind,Mango,Other,Medium,24/04/2025,4500,6500,5500,20
Haryana,Jind,Jind,Mango,Other,Medium,26/04/2025,5000,7000,6000,20
Haryana,Jind,Jind,Onion,Other,FAQ,01/04/2025,900,2300,1400,23
Haryana,Jind,Jind,Onion,Other,FAQ,03/04/2025,900,2200,1400,23
Haryana,Jind,Jind,Onion,Other,FAQ,08/04/2025,950,1900,1200,23
Haryana,Jind,Jind,Onion,Other,FAQ,10/04/2025,800,1700,1000,23
Haryana,Jind,Jind,Onion,Other,FAQ,18/04/2025,800,1000,950,23
Haryana,Jind,Jind,Onion,Other,FAQ,27/04/2025,850,1200,1000,23
Haryana,Jind,Jind,Onion,Other,FAQ,28/04/2025,800,1100,1000,23
Haryana,Jind,Jind,Onion,Other,FAQ,22/03/2025,1000,2400,1500,23
Haryana,Jind,Jind,Onion,Other,FAQ,24/03/2025,1000,2400,1500,23
Haryana,Jind,Jind,Onion,Other,FAQ,29/03/2025,1000,2300,1300,23
Haryana,Jind,Jind,Onion,Other,FAQ,01/03/2025,1500,2400,2150,23
Haryana,Jind,Jind,Onion,Other,FAQ,08/03/2025,1500,2600,1850,23
Haryana,Jind,Jind,Onion,Other,FAQ,13/03/2025,1500,2600,2100,23
Haryana,Jind,Jind,Onion,Other,FAQ,14/03/2025,1500,2600,2100,23
Haryana,Jind,Jind,Onion,Other,FAQ,16/03/2025,1400,2300,2150,23
Haryana,Jind,Jind,Potato,Other,FAQ,06/03/2025,700,1000,950,24
Haryana,Jind,Jind,Potato,Other,FAQ,19/03/2025,700,1000,785,24
Haryana,Jind,Jind,Tomato,Other,FAQ,05/03/2025,700,1000,850,78
Haryana,Jind,Jind,Tomato,Other,FAQ,08/03/2025,700,1200,850,78
Haryana,Jind,Jind,Tomato,Other,FAQ,12/03/2025,700,1000,980,78
Haryana,Jind,Jind,Tomato,Other,FAQ,06/03/2025,600,1000,850,78
Haryana,Jind,Jind,Tomato,Other,FAQ,21/03/2025,500,1000,750,78
Haryana,Jind,Jind,Potato,Other,FAQ,16/05/2025,700,1000,800,24
Haryana,Jind,Jind,Potato,Other,FAQ,01/05/2025,700,1000,800,24
Haryana,Jind,Jind,Potato,Other,FAQ,02/05/2025,700,1000,800,24
Haryana,Jind,Jind,Potato,Other,FAQ,08/05/2025,750,1000,800,24
Haryana,Jind,Jind,Potato,Other,FAQ,18/05/2025,750,1000,800,24
Haryana,Jind,Jind,Mango,Other,Medium,11/05/2025,3500,5000,4000,20
Haryana,Jind,Jind,Mango,Other,Medium,22/05/2025,3000,5000,4000,20
Haryana,Jind,Jind,Onion,Other,FAQ,05/05/2025,800,1000,900,23
Haryana,Jind,Jind,Onion,Other,FAQ,08/05/2025,750,1100,800,23
Haryana,Jind,Jind,Onion,Other,FAQ,11/05/2025,700,1100,800,23
Haryana,Jind,Jind,Onion,Other,FAQ,16/05/2025,700,1000,800,23
Haryana,Jind,Jind,Onion,Other,FAQ,19/05/2025,700,1100,800,23
Haryana,Jind,Jind,Onion,Other,FAQ,27/05/2025,700,1100,800,23
Haryana,Jind,Jind,Tomato,Other,FAQ,04/05/2025,600,1100,800,78
Haryana,Jind,Jind,Onion,Other,FAQ,06/06/2025,800,1100,900,23
Haryana,Jind,Jind,Onion,Other,FAQ,13/06/2025,800,1100,900,23
Haryana,Jind,Jind,Onion,Other,FAQ,19/06/2025,800,1040,900,23
Haryana,Jind,Jind,Onion,Other,FAQ,29/06/2025,900,1200,1000,23
Haryana,Jind,Jind,Potato,Other,FAQ,02/06/2025,800,1090,900,24
Haryana,Jind,Jind,Potato,Other,FAQ,06/06/2025,800,1050,900,24
Haryana,Jind,Jind,Potato,Other,FAQ,09/06/2025,800,1100,900,24
Haryana,Jind,Jind,Potato,Other,FAQ,12/06/2025,800,1150,1000,24
Haryana,Jind,Jind,Potato,Other,FAQ,13/06/2025,800,1140,1000,24
Haryana,Jind,Jind,Potato,Other,FAQ,16/06/2025,800,1140,800,24
Haryana,Jind,Jind,Potato,Other,FAQ,20/06/2025,800,1180,900,24
Haryana,Jind,Jind,Potato,Other,FAQ,25/06/2025,900,1200,1000,24
Haryana,Jind,Jind,Mango,Other,Large,20/06/2025,2000,4000,3000,20
Haryana,Jind,Jind,Mango,Other,Medium,03/06/2025,3000,5000,4000,20
Haryana,Jind,Jind,Mango,Other,Medium,12/06/2025,2500,4000,3500,20
Haryana,Jind,Jind,Mango,Other,Medium,13/06/2025,2500,4000,3200,20
Haryana,Jind,Jind,Mango,Other,Medium,16/06/2025,2800,4000,3500,20
Haryana,Jind,Jind,Mango,Other,Medium,23/06/2025,1000,3500,2000,20
Haryana,Jind,Jind,Mango,Other,Medium,27/06/2025,1000,4000,2000,20
Haryana,Jind,Jind,Tomato,Other,FAQ,01/06/2025,600,1000,800,78
Haryana,Jind,Jind,Tomato,Other,FAQ,02/06/2025,800,1200,1000,78
Haryana,Jind,Jind,Tomato,Other,FAQ,08/06/2025,1000,2000,1500,78
Haryana,Jind,Jind,Tomato,Other,FAQ,14/06/2025,2500,4000,3500,78
Haryana,Jind,Jind,Tomato,Other,FAQ,18/06/2025,2000,3000,2500,78
Haryana,Jind,Jind,Tomato,Other,FAQ,25/06/2025,1000,2500,1500,78
Haryana,Jind,Jind,Mango,Other,Medium,23/07/2025,800,4500,1600,20
Haryana,Jind,Jind,Mango,Other,Medium,29/07/2025,1500,5000,2200,20
Haryana,Jind,Jind,Onion,Other,FAQ,13/07/2025,1100,1500,1200,23
Haryana,Jind,Jind,Onion,Other,FAQ,29/07/2025,900,1500,1150,23
Haryana,Jind,Jind,Potato,Other,FAQ,12/07/2025,950,1230,1000,24
Haryana,Jind,Jind,Potato,Other,FAQ,13/07/2025,900,1240,1000,24
Haryana,Jind,Jind,Potato,Other,FAQ,16/07/2025,900,1240,1050,24
Haryana,Jind,Jind,Onion,Other,FAQ,19/07/2025,1000,1500,1150,23
Haryana,Jind,Jind,Onion,Other,FAQ,23/07/2025,900,1400,1050,23
Haryana,Jind,Jind,Tomato,Other,FAQ,12/07/2025,2000,2800,2500,78
Haryana,Jind,Jind,Tomato,Other,FAQ,18/07/2025,2200,3100,2500,78
Haryana,Jind,Jind,Tomato,Other,FAQ,17/07/2025,2100,3000,2400,78
Haryana,Jind,Jind,Tomato,Other,FAQ,28/07/2025,1800,4000,3400,78
Haryana,Jind,Jind,Potato,Other,FAQ,22/08/2025,900,1450,1100,24
Haryana,Jind,Jind,Potato,Other,FAQ,27/08/2025,900,1300,1000,24
Haryana,Jind,Jind,Potato,Other,FAQ,29/08/2025,910,1300,1020,24
Haryana,Jind,Jind,Potato,Other,FAQ,20/08/2025,900,1400,1000,24
Haryana,Jind,Jind,Onion,Other,FAQ,13/08/2025,1000,1500,1150,23
Haryana,Jind,Jind,Onion,Other,FAQ,26/08/2025,1050,1550,1100,23
Haryana,Jind,Jind,Onion,Other,FAQ,07/08/2025,950,1450,1100,23
Haryana,Jind,Jind,Onion,Other,FAQ,22/08/2025,1000,1600,1100,23
Haryana,Jind,Jind,Onion,Other,FAQ,04/08/2025,900,1500,1100,23
Haryana,Jind,Jind,Mango,Other,Medium,01/08/2025,2100,5000,3400,20
Haryana,Jind,Jind,Mango,Other,Medium,05/08/2025,3000,5500,4000,20
Haryana,Jind,Jind,Tomato,Other,FAQ,02/08/2025,2500,5500,3500,78
Haryana,Jind,Jind,Tomato,Other,FAQ,27/08/2025,3000,4500,4000,78
Haryana,Jind,Jind,Tomato,Other,FAQ,28/08/2025,3000,4200,3500,78
Haryana,Jind,Jind,Tomato,Other,FAQ,21/08/2025,3200,5200,4000,78
Haryana,Jind,Jind,Tomato,Other,FAQ,05/08/2025,3000,5000,4000,78
Haryana,Jind,Jind,Tomato,Other,FAQ,09/08/2025,3000,4500,4000,78
Haryana,Jind,Jind,Tomato,Other,FAQ,08/09/2025,2000,4000,3000,78
Haryana,Jind,Jind,Tomato,Other,FAQ,29/09/2025,2500,3800,3000,78
Haryana,Jind,Jind,Tomato,Other,FAQ,18/09/2025,2000,2900,2500,78
Haryana,Jind,Jind,Tomato,Other,FAQ,26/09/2025,2500,4000,3000,78
Haryana,Jind,Jind,Onion,Other,FAQ,19/09/2025,1000,1340,1100,23
Haryana,Jind,Jind,Potato,Other,FAQ,12/09/2025,950,1200,1000,24
Haryana,Jind,Jind,Potato,Other,FAQ,14/09/2025,900,1220,1100,24
Haryana,Jind,Jind,Potato,Other,FAQ,19/09/2025,950,1130,1100,24
Haryana,Jind,Jind,Potato,Other,FAQ,23/09/2025,950,1200,1050,24
Haryana,Jind,Jind,Onion,Other,FAQ,10/09/2025,1000,1540,1200,23
Haryana,Jind,Jind,Onion,Other,FAQ,25/09/2025,1000,2000,1200,23
Haryana,Jind,Jind,Onion,Other,FAQ,29/09/2025,1000,1300,1100,23
Haryana,Jind,Jind,Potato,Other,FAQ,01/11/2025,900,1250,1000,24
Haryana,Jind,Jind,Potato,Other,FAQ,05/11/2025,1000,1300,1250,24
Haryana,Jind,Jind,Potato,Other,FAQ,18/10/2025,900,1200,1000,24
Haryana,Jind,Jind,Potato,Other,FAQ,20/10/2025,900,1200,1000,24
Haryana,Jind,Jind,Potato,Other,FAQ,22/10/2025,900,1260,1000,24
Haryana,Jind,Jind,Potato,Other,FAQ,23/10/2025,900,1250,1000,24
Haryana,Jind,Jind,Potato,Other,FAQ,27/10/2025,900,1250,1000,24
Haryana,Jind,Jind,Tomato,Other,FAQ,01/10/2025,2000,2900,2300,78
Haryana,Jind,Jind,Tomato,Other,FAQ,02/10/2025,2000,3100,2500,78
Haryana,Jind,Jind,Tomato,Other,FAQ,04/11/2025,2000,2800,2300,78
Haryana,Jind,Jind,Tomato,Other,FAQ,18/10/2025,2000,3500,2600,78
Haryana,Jind,Jind,Onion,Other,FAQ,05/10/2025,2000,3000,2400,23
Haryana,Jind,Jind,Onion,Other,FAQ,06/10/2025,900,1300,1100,23
Haryana,Jind,Jind,Onion,Other,FAQ,07/10/2025,1200,1300,1240,23
Haryana,Jind,Jind,Onion,Other,FAQ,08/10/2025,1000,1340,1250,23
Haryana,Jind,Jind,Onion,Other,FAQ,10/10/2025,900,1352,1100,23
Haryana,Jind,Jind,Onion,Other,FAQ,22/10/2025,960,1300,1100,23
Haryana,Jind,Jind,Potato,Other,FAQ,05/01/2025,1200,1350,1300,24
Haryana,Jind,Jind,Potato,Other,FAQ,17/01/2025,1000,1150,1100,24
Haryana,Jind,Jind,Potato,Other,FAQ,10/01/2025,1100,1150,1150,24
Haryana,Jind,Jind,Potato,Other,FAQ,18/01/2025,1000,1150,1150,24
Haryana,Jind,Jind,Potato,Other,FAQ,25/01/2025,900,1200,1000,24
Haryana,Jind,Jind,Onion,Other,FAQ,05/01/2025,2000,2500,2100,23
Haryana,Jind,Jind,Onion,Other,FAQ,13/01/2025,1500,2500,2100,23
Haryana,Jind,Jind,Onion,Other,FAQ,17/01/2025,1800,2200,2100,23
Haryana,Jind,Jind,Onion,Other,FAQ,19/01/2025,2000,2400,2250,23
Haryana,Jind,Jind,Onion,Other,FAQ,22/01/2025,1500,2300,2100,23
Haryana,Jind,Jind,Onion,Other,FAQ,23/01/2025,1500,2300,2000,23
Haryana,Jind,Jind,Onion,Other,FAQ,27/01/2025,1500,2300,2100,23
